┌─────────┬──────────────────┐
│ Country │ WeeklyCaseChange │
├─────────┼──────────────────┤
│ Poland  │ 1.0              │
│ Moldova │ 26.0             │
│ Andorra │ 3900.0           │
│ Russia  │ 41.0             │
│ Spain   │ 7.0              │
└─────────┴──────────────────┘
